task,task_display,variant,variant_display,variant_role,held_out_subject,recording_id,raw_level,true_label,p0,p1,pred_label,correct,n_windows
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,8,arithmetic:s08:r3,3,1,0.082091662473700575,0.91790833752629941,1,1,311
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,arithmetic:s09:r0,0,0,0.99999940235864593,5.9764135404698194e-07,0,1,410
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,arithmetic:s09:r1,1,0,0.87836529970552613,0.1216347002944738,0,1,121
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,arithmetic:s09:r2,2,0,0.87615864356135997,0.12384135643864007,0,1,122
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,arithmetic:s09:r3,3,1,0.96478531380879684,0.035214686191203215,0,0,426
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,arithmetic:s10:r0,0,0,0.82107375156528639,0.17892624843471366,0,1,185
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,arithmetic:s10:r1,1,0,0.15498746747215436,0.84501253252784569,1,0,96
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,arithmetic:s10:r2,2,0,0.23041245645107425,0.76958754354892567,1,0,112
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,arithmetic:s10:r3,3,1,0.28364384869055248,0.71635615130944752,1,1,145
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,arithmetic:s11:r0,0,0,0.45295353466057042,0.54704646533942947,1,0,244
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,arithmetic:s11:r1,1,0,0.084979363888561435,0.91502063611143858,1,0,155
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,arithmetic:s11:r2,2,0,0.063743643913590747,0.93625635608640922,1,0,162
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,arithmetic:s11:r3,3,1,0.088624271979180505,0.91137572802081945,1,1,211
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,arithmetic:s12:r0,0,0,0.96214293959590413,0.037857060404095845,0,1,185
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,arithmetic:s12:r1,1,0,0.44434635889164587,0.55565364110835413,1,0,116
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,arithmetic:s12:r2,2,0,0.62146978261453634,0.37853021738546366,0,1,135
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,arithmetic:s12:r3,3,1,0.47836423251168603,0.52163576748831408,1,1,219
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,arithmetic:s13:r0,0,0,0.98773576038885491,0.012264239611145108,0,1,180
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,arithmetic:s13:r1,1,0,0.58975848560249067,0.41024151439750928,0,1,142
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,arithmetic:s13:r2,2,0,0.54130805473529298,0.45869194526470697,0,1,145
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,arithmetic:s13:r3,3,1,0.70776457088717748,0.29223542911282246,0,0,203
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,14,arithmetic:s14:r0,0,0,0.94129196683356531,0.058708033166434678,0,1,155
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,14,arithmetic:s14:r1,1,0,0.46972469878205492,0.53027530121794497,1,0,114
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,14,arithmetic:s14:r2,2,0,0.44330756686653328,0.55669243313346684,1,0,155
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,14,arithmetic:s14:r3,3,1,0.70428254580419236,0.29571745419580753,0,0,170
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,15,arithmetic:s15:r0,0,0,0.060834522675859315,0.9391654773241408,1,0,165
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,15,arithmetic:s15:r1,1,0,0.0015624118485035958,0.99843758815149641,1,0,184
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,15,arithmetic:s15:r2,2,0,0.0020978381362296659,0.99790216186377034,1,0,130
arithmetic,Arithmetic,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,15,arithmetic:s15:r3,3,1,0.00032488496861309181,0.99967511503138695,1,1,248
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,1,arithmetic:s01:r0,0,0,0.052308000025466886,0.94769199997453324,1,0,157
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,1,arithmetic:s01:r3,3,1,0.033933087254969928,0.96606691274503009,1,1,218
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,2,arithmetic:s02:r0,0,0,0.0089291494249051188,0.99107085057509492,1,0,450
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,2,arithmetic:s02:r3,3,1,0.00057647675234764341,0.99942352324765238,1,1,270
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,3,arithmetic:s03:r0,0,0,0.99879855488439129,0.0012014451156087097,0,1,181
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,3,arithmetic:s03:r3,3,1,0.011480685246437685,0.98851931475356225,1,1,160
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,4,arithmetic:s04:r0,0,0,7.7568323356772034e-07,0.99999922431676647,1,0,116
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,4,arithmetic:s04:r3,3,1,0.0019468493369774534,0.99805315066302247,1,1,221
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,5,arithmetic:s05:r0,0,0,0.99979174200178966,0.00020825799821040669,0,1,244
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,5,arithmetic:s05:r3,3,1,0.43445223925462617,0.56554776074537383,1,1,232
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,6,arithmetic:s06:r0,0,0,0.99997298413313174,2.7015866868317405e-05,0,1,150
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,6,arithmetic:s06:r3,3,1,0.99759583288889286,0.0024041671111070945,0,0,191
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,7,arithmetic:s07:r0,0,0,0.99511704872654361,0.0048829512734562732,0,1,169
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,7,arithmetic:s07:r3,3,1,0.44623538578939248,0.55376461421060752,1,1,102
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,8,arithmetic:s08:r0,0,0,0.18352835266385623,0.81647164733614375,1,0,190
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,8,arithmetic:s08:r3,3,1,0.006674622649352137,0.99332537735064785,1,1,311
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,9,arithmetic:s09:r0,0,0,0.99999997569479093,2.4305209116473507e-08,0,1,410
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,9,arithmetic:s09:r3,3,1,0.85914974318468951,0.14085025681531055,0,0,426
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,10,arithmetic:s10:r0,0,0,0.97916914013621115,0.020830859863788943,0,1,185
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,10,arithmetic:s10:r3,3,1,0.65163140656115326,0.3483685934388468,0,0,145
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,11,arithmetic:s11:r0,0,0,0.2184899088736299,0.78151009112637015,1,0,244
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,11,arithmetic:s11:r3,3,1,0.00043237300956002362,0.99956762699043999,1,1,211
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,12,arithmetic:s12:r0,0,0,0.65253058456222202,0.34746941543777793,0,1,185
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,12,arithmetic:s12:r3,3,1,0.00052565000541476955,0.99947434999458529,1,1,219
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,13,arithmetic:s13:r0,0,0,0.99799777624845032,0.0020022237515497144,0,1,180
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,13,arithmetic:s13:r3,3,1,0.63260967279611979,0.36739032720388026,0,0,203
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,14,arithmetic:s14:r0,0,0,0.99999857690869753,1.4230913024539506e-06,0,1,155
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,14,arithmetic:s14:r3,3,1,0.70894114888954185,0.29105885111045809,0,0,170
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,15,arithmetic:s15:r0,0,0,6.9935808345130172e-05,0.99993006419165487,1,0,165
arithmetic,Arithmetic,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,15,arithmetic:s15:r3,3,1,5.9213191700644657e-10,0.99999999940786799,1,1,248
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,1,stroop:s01:r0,0,0,0.015295911518089929,0.98470408848191016,1,0,157
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,1,stroop:s01:r1,1,1,0.11821170947276535,0.88178829052723462,1,1,148
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,1,stroop:s01:r2,2,1,0.15224332776142266,0.84775667223857731,1,1,139
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,1,stroop:s01:r3,3,1,0.25474746621716599,0.74525253378283396,1,1,209
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,2,stroop:s02:r0,0,0,1.245212003323478e-05,0.99998754787996669,1,0,450
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,2,stroop:s02:r1,1,1,4.4663036531888879e-05,0.99995533696346806,1,1,95
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,2,stroop:s02:r2,2,1,1.2575233560605334e-05,0.99998742476643931,1,1,106
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,2,stroop:s02:r3,3,1,2.5697205001700397e-05,0.99997430279499833,1,1,208
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,3,stroop:s03:r0,0,0,0.78345260026152741,0.21654739973847253,0,1,181
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,3,stroop:s03:r1,1,1,0.05406485165093726,0.94593514834906278,1,1,127
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,3,stroop:s03:r2,2,1,0.0019783792878134369,0.99802162071218647,1,1,102
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,3,stroop:s03:r3,3,1,7.1303436362047141e-05,0.99992869656363792,1,1,160
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,4,stroop:s04:r0,0,0,1.6373689758650062e-07,0.9999998362631024,1,0,116
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,4,stroop:s04:r1,1,1,0.0054588102143441012,0.99454118978565598,1,1,89
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,4,stroop:s04:r2,2,1,0.78675361957737833,0.21324638042262173,0,0,62
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,4,stroop:s04:r3,3,1,0.2013288248470988,0.79867117515290131,1,1,192
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,5,stroop:s05:r0,0,0,0.99938423691104006,0.00061576308895985258,0,1,244
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,5,stroop:s05:r1,1,1,0.021015103925009705,0.9789848960749904,1,1,137
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,5,stroop:s05:r2,2,1,0.00031552383765565166,0.99968447616234435,1,1,108
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,5,stroop:s05:r3,3,1,0.00029954662606333868,0.99970045337393665,1,1,171
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,6,stroop:s06:r0,0,0,0.0010809465017940785,0.99891905349820598,1,0,150
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,6,stroop:s06:r1,1,1,2.10902755065269e-07,0.99999978909724496,1,1,119
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,6,stroop:s06:r2,2,1,1.4861041036549729e-11,0.99999999998513889,1,1,111
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,6,stroop:s06:r3,3,1,0.00020331364661497288,0.99979668635338503,1,1,161
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,7,stroop:s07:r0,0,0,0.93848292482239848,0.061517075177601514,0,1,169
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,7,stroop:s07:r1,1,1,0.99999424062812092,5.7593718790709047e-06,0,0,97
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,7,stroop:s07:r2,2,1,0.99986204433546377,0.00013795566453626433,0,0,96
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,7,stroop:s07:r3,3,1,0.9999999043042388,9.5695761208391511e-08,0,0,179
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,8,stroop:s08:r0,0,0,0.39306309541557433,0.60693690458442573,1,0,190
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,8,stroop:s08:r1,1,1,0.030174088027311516,0.96982591197268853,1,1,162
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,8,stroop:s08:r2,2,1,0.084217229807509217,0.91578277019249077,1,1,160
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,8,stroop:s08:r3,3,1,0.02411040041082101,0.97588959958917898,1,1,234
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,9,stroop:s09:r0,0,0,0.9996100893561044,0.00038991064389558294,0,1,410
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,9,stroop:s09:r1,1,1,0.90150317796275425,0.098496822037245788,0,0,160
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,9,stroop:s09:r2,2,1,0.3407963537862993,0.65920364621370076,1,1,110
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,9,stroop:s09:r3,3,1,0.87553392930256169,0.12446607069743841,0,0,193
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,10,stroop:s10:r0,0,0,0.99974135178218515,0.00025864821781483013,0,1,185
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,10,stroop:s10:r1,1,1,0.9966024780197511,0.0033975219802489416,0,0,118
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,10,stroop:s10:r2,2,1,0.99594728814500022,0.0040527118549997391,0,0,83
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,10,stroop:s10:r3,3,1,0.99999392221568439,6.0777843156694318e-06,0,0,207
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,11,stroop:s11:r0,0,0,0.99038258518519751,0.0096174148148026016,0,1,244
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,11,stroop:s11:r1,1,1,0.0026734161788375941,0.99732658382116235,1,1,113
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,11,stroop:s11:r2,2,1,0.0019340136900560562,0.99806598630994392,1,1,130
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,11,stroop:s11:r3,3,1,0.00077242054596871371,0.99922757945403129,1,1,185
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,12,stroop:s12:r0,0,0,0.20056937316146844,0.79943062683853161,1,0,185
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,12,stroop:s12:r1,1,1,0.00078312382749749668,0.99921687617250254,1,1,123
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,12,stroop:s12:r2,2,1,2.7059240398726611e-05,0.9999729407596013,1,1,126
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,12,stroop:s12:r3,3,1,0.00020907214524817761,0.99979092785475188,1,1,189
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,13,stroop:s13:r0,0,0,0.99728681963855037,0.0027131803614496098,0,1,180
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,13,stroop:s13:r1,1,1,0.10350061621623638,0.89649938378376359,1,1,91
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,13,stroop:s13:r2,2,1,0.27497405610883024,0.72502594389116981,1,1,122
stroop,Stroop,threshold_1_natural_vs_rest,Natural vs low/medium/high,lower-threshold sensitivity,13,stroop:s13:r3,3,1,0.54786282205698766,0.45213717794301239,0,0,180
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,1,stroop:s01:r0,0,0,0.55708558080539383,0.44291441919460611,0,1,157
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,1,stroop:s01:r1,1,0,0.91459143112124008,0.085408568878759944,0,1,148
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,1,stroop:s01:r2,2,1,0.90861541160934101,0.09138458839065898,0,0,139
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,1,stroop:s01:r3,3,1,0.94503413455672702,0.05496586544327299,0,0,209
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,2,stroop:s02:r0,0,0,0.12083066000205704,0.879169339997943,1,0,450
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,2,stroop:s02:r1,1,0,0.10069733469567284,0.89930266530432712,1,0,95
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,2,stroop:s02:r2,2,1,0.021179378172593893,0.97882062182740603,1,1,106
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,2,stroop:s02:r3,3,1,0.20904942057871032,0.79095057942128966,1,1,208
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,3,stroop:s03:r0,0,0,0.98215007706774093,0.01784992293225909,0,1,181
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,3,stroop:s03:r1,1,0,0.41005401949294246,0.58994598050705749,1,0,127
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,3,stroop:s03:r2,2,1,0.11455321852079467,0.8854467814792053,1,1,102
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,3,stroop:s03:r3,3,1,0.030353064840003066,0.96964693515999689,1,1,160
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,4,stroop:s04:r0,0,0,0.97551796049151074,0.024482039508489251,0,1,116
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,4,stroop:s04:r1,1,0,0.75613523831817753,0.24386476168182245,0,1,89
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,4,stroop:s04:r2,2,1,0.96155189103342387,0.038448108966576043,0,0,62
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,4,stroop:s04:r3,3,1,0.62994881461723573,0.37005118538276427,0,0,192
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,5,stroop:s05:r0,0,0,0.99775561448214189,0.0022443855178581819,0,1,244
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,5,stroop:s05:r1,1,0,0.17266338336333167,0.82733661663666835,1,0,137
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,5,stroop:s05:r2,2,1,0.040310702286705143,0.95968929771329481,1,1,108
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,5,stroop:s05:r3,3,1,0.023978199916327249,0.97602180008367267,1,1,171
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,6,stroop:s06:r0,0,0,0.021554771257912591,0.97844522874208739,1,0,150
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,6,stroop:s06:r1,1,0,0.019282800590954153,0.98071719940904589,1,0,119
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,6,stroop:s06:r2,2,1,7.7055982970185539e-12,0.99999999999229439,1,1,111
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,6,stroop:s06:r3,3,1,0.075714888943548775,0.92428511105645128,1,1,161
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,7,stroop:s07:r0,0,0,0.25822966692447619,0.74177033307552376,1,0,169
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,7,stroop:s07:r1,1,0,0.98593046882485269,0.014069531175147395,0,1,97
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,7,stroop:s07:r2,2,1,0.97799324327564174,0.022006756724358298,0,0,96
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,7,stroop:s07:r3,3,1,0.98500346034116337,0.01499653965883662,0,0,179
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,8,stroop:s08:r0,0,0,0.82581475079422573,0.17418524920577425,0,1,190
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,8,stroop:s08:r1,1,0,0.53913481330380397,0.46086518669619603,0,1,162
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,8,stroop:s08:r2,2,1,0.58356760931333507,0.41643239068666499,0,0,160
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,8,stroop:s08:r3,3,1,0.43615731874094227,0.56384268125905768,1,1,234
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,9,stroop:s09:r0,0,0,0.87320467212136721,0.12679532787863276,0,1,410
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,9,stroop:s09:r1,1,0,0.58594306817491548,0.41405693182508452,0,1,160
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,9,stroop:s09:r2,2,1,0.25778856055327609,0.74221143944672385,1,1,110
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,9,stroop:s09:r3,3,1,0.27498552387185532,0.72501447612814462,1,1,193
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,10,stroop:s10:r0,0,0,0.9998629685985716,0.00013703140142836057,0,1,185
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,10,stroop:s10:r1,1,0,0.99841858051349552,0.0015814194865045653,0,1,118
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,10,stroop:s10:r2,2,1,0.99908501840481312,0.00091498159518692463,0,0,83
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,10,stroop:s10:r3,3,1,0.99999179605260979,8.2039473901605378e-06,0,0,207
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,11,stroop:s11:r0,0,0,0.99531780263883485,0.0046821973611651238,0,1,244
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,11,stroop:s11:r1,1,0,0.28679650230930398,0.71320349769069602,1,0,113
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,11,stroop:s11:r2,2,1,0.29650626213411141,0.70349373786588854,1,1,130
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,11,stroop:s11:r3,3,1,0.23773152961512917,0.76226847038487089,1,1,185
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,12,stroop:s12:r0,0,0,0.3415533499124383,0.65844665008756176,1,0,185
