variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,n_evaluations,mean_recording_balanced_accuracy,mean_recording_accuracy,mean_recording_log_loss
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,5,1,0.25,0.25,0.7428678614877584
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,6,1,0.5,0.5,4.6141737441808495
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,7,1,0.5,0.5,3.3302891813612048
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,8,1,0.5,0.5,0.9155672290110921
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,9,1,0.5,0.5,1.276793025987915
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,10,1,0.5,0.5,2.9871603553824935
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,11,1,0.75,0.75,0.7364643701344714
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,12,1,0.5,0.5,1.1260101306616686
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,13,1,0.75,0.75,0.36307255600074434
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,14,1,0.5,0.5,3.076435849194326
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,15,1,0.5,0.5,6.8676214117448335
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,1,1,0.5,0.5,3.2230760688537425
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,2,1,0.75,0.75,3.335528614689734
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,3,1,0.75,0.75,3.850541645489136
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,4,1,0.5,0.5,3.876625325527076
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,5,1,0.5,0.5,1.9066953442729364
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,6,1,0.5,0.5,5.4336323206611805
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,7,1,0.5,0.5,2.3078677409960076
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,8,1,0.75,0.75,0.9789715659168802
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,9,1,0.5,0.5,2.0213918165824576
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,10,1,0.5,0.5,1.2815351795277863
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,11,1,0.5,0.5,1.1291179324644425
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,12,1,0.75,0.75,0.6040928858666332
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,13,1,1.0,1.0,0.2660805210958361
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,14,1,0.75,0.75,1.4071601637539097
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,15,1,0.25,0.25,5.208459646888059
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,1,1,0.75,0.75,0.49685689159474633
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,2,1,0.5,0.5,2.265945256987206
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,3,1,0.75,0.75,0.39476715392400596
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,4,1,0.5,0.5,1.5959921219273698
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,5,1,0.5,0.5,0.8528801803271453
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,6,1,0.5,0.5,4.312335382649067
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,7,1,0.5,0.5,1.46650816193656
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,8,1,0.5,0.5,0.9892671879858562
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,9,1,0.5,0.5,1.1941311003217585
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,10,1,0.5,0.5,0.5250327965425083
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,11,1,0.75,0.75,0.5598792103529496
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,12,1,0.5,0.5,0.8782211465940197
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,13,1,0.75,0.75,0.4128512113829891
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,14,1,0.75,0.75,0.8368676187336412
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,arithmetic,Arithmetic,15,1,0.5,0.5,2.2942443886315793
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,1,0.5,0.5,1.504038151297015
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,1,0.5,0.5,1.1746748718284865
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,1,0.75,0.75,0.26733182520464255
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,1,0.5,0.5,1.0632353723490084
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,1,0.75,0.75,0.4583011719708922
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,1,0.5,0.5,1.954936656453295
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,1,0.25,0.25,2.4007373522648727
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,1,0.75,0.75,0.5607471815356149
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,1,1.0,1.0,0.32616710852830827
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,1,0.5,0.5,4.794677374633637
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,1,0.75,0.75,0.47534697435658113
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,1,0.5,0.5,0.7997950848699514
neutral_legacy_multipliers,Neutral legacy multipliers,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,1,0.5,0.5,0.7938463614965279
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,1,0.25,0.25,1.0923620933181235
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,1,0.75,0.75,0.5593307920949
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,1,0.75,0.75,0.2509935267790772
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,1,0.5,0.5,5.922641352306712
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,1,1.0,1.0,0.17122106866190934
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,1,0.5,0.5,2.561480898018164
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,1,0.5,0.5,2.157029822394424
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,1,0.5,0.5,0.687606206509657
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,1,1.0,1.0,0.3695233143753176
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,1,0.5,0.5,5.76990535795841
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,1,0.75,0.75,0.5719924167435253
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,1,0.5,0.5,1.6192296616978379
no_50hz_attenuation,No 50-Hz attenuation,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,1,0.5,0.5,1.0298123411208349
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,1,0.5,0.5,1.0476795734160962
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,1,0.5,0.5,0.9556676740315688
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,1,1.0,1.0,0.12524528235960786
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,1,0.5,0.5,13.81551055796524
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,1,0.75,0.75,0.4820400433483815
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,1,0.5,0.5,7.68375447632425
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,1,0.25,0.25,2.902093535484236
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,1,0.75,0.75,0.6130054085421619
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,1,0.75,0.75,0.43955852444463817
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,1,0.5,0.5,3.2862832208767174
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,1,0.75,0.75,0.5827993269306462
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,1,0.5,0.5,0.6775568505227626
no_window_zscore,No within-window z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,1,0.75,0.75,0.33582191755712887
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,1,0.5,0.5,0.683147275873593
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,1,0.75,0.75,1.1493285685207046
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,1,0.75,0.75,0.6355879449697639
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,1,0.5,0.5,5.600011978534164
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,1,0.5,0.5,2.5271301472474708
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,1,0.0,0.0,17.593143477847935
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,1,0.0,0.0,12.194790494524508
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,1,0.5,0.5,1.0502274647029708
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,1,0.5,0.5,2.4641291793330806
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,1,0.5,0.5,2.9077177238044754
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,1,0.75,0.75,0.4468437121912879
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,1,0.5,0.5,1.1881266710734748
recording_zscore,Recording-level z-score,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,1,0.75,0.75,2.775879902130805
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,1,1,0.5,0.5,1.4920088970781062
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,2,1,0.5,0.5,1.1662319590071062
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,3,1,0.75,0.75,0.26549092727047213
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,4,1,0.5,0.5,1.1392203623882353
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,5,1,0.75,0.75,0.45601857513897415
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,6,1,0.5,0.5,1.9661086293837957
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,7,1,0.25,0.25,2.3461042240762024
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,8,1,0.75,0.75,0.5645463958316651
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,9,1,1.0,1.0,0.32245068149866485
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,10,1,0.5,0.5,4.677305362490692
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,11,1,0.75,0.75,0.4692070812405677
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,12,1,0.5,0.5,0.8373751039931795
reference,Reference preprocessing,participant_disjoint_loso,Participant-disjoint LOSO,stroop,Stroop,13,1,0.5,0.5,0.7756059088662434
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,10,0.75,0.75,0.6986777944550404
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,10,0.5,0.5,1.7288116618039635
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,10,0.5,0.5,2.8111519658854416
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,10,0.5,0.5,3.6209446115130506
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,10,0.5,0.5,3.9704654061124236
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,10,0.5,0.5,2.9117166806510886
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,10,0.6,0.6,2.111502973076057
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,10,0.6,0.6,1.3479340577637906
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,10,0.6,0.6,1.9852962106129035
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,10,0.5,0.5,2.092144320924762
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,10,0.5,0.5,4.6130460929022945
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,10,0.5,0.5,2.7408018517705393
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,10,0.5,0.5,2.70210837491311
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,10,0.4,0.4,6.531522752005794
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,10,0.75,0.75,2.0814577832622434
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,10,0.75,0.75,0.7586298408706292
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,10,0.5,0.5,1.5324524490645188
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,10,0.5,0.5,2.068001988236328
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,10,0.5,0.5,2.331638801545988
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,10,0.6,0.6,1.9164826118418763
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,10,0.5,0.5,3.905948829667699
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,10,0.6,0.6,2.755785879209906
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,10,0.35,0.35,1.7140879677048466
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,10,0.6,0.6,1.9905855329495914
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,10,0.55,0.55,2.121894045259818
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,10,0.5,0.5,4.140808595996421
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,10,0.5,0.5,2.269983809238313
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,10,0.5,0.5,2.5438423456000643
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,10,0.55,0.55,5.994329838316834
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,10,0.75,0.75,2.147058456615185
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,10,0.65,0.65,1.5911325001157461
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,10,0.5,0.5,2.4155511001803207
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,10,0.6,0.6,1.875819155801567
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,10,0.5,0.5,5.683904716131212
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,10,0.75,0.75,1.6716172037779653
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,10,0.5,0.5,3.0027965670824655
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,10,0.75,0.75,1.8907897911262999
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,10,0.75,0.75,1.2911305497998735
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,10,0.75,0.75,1.738618186961147
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,10,0.6,0.6,1.935725610447608
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,10,0.35,0.35,4.055316068877206
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,10,0.4,0.4,3.7010918168117177
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,10,0.6,0.6,2.5725934321582278
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,10,0.4,0.4,9.722745101281353
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,10,0.75,0.75,2.1241522529352848
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,10,0.55,0.55,1.4591721357695584
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,10,0.55,0.55,7.193014805016377
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,10,0.5,0.5,8.515853476080132
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,10,0.65,0.65,0.7557354621960501
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,10,0.6,0.6,2.915451713186486
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,10,0.45,0.45,5.429076262753883
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,10,0.3,0.3,7.894282996196301
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,10,0.4,0.4,9.187706018562206
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,10,0.3,0.3,10.194532480554878
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,10,0.4,0.4,9.54340071475257
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,10,0.5,0.5,9.204735473504801
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,10,0.4,0.4,8.606026810938852
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,10,0.65,0.65,5.253450418865584
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,10,0.4,0.4,9.794035651909606
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,10,0.5,0.5,3.7786294250688974
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,1,10,0.75,0.75,0.6978946200339797
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,2,10,0.5,0.5,1.7570166321810088
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,3,10,0.5,0.5,2.7650903534900615
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,4,10,0.5,0.5,3.6335332462745598
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,5,10,0.5,0.5,3.984912152862968
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,6,10,0.5,0.5,2.882435630767573
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,7,10,0.6,0.6,2.2025051839683014
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,8,10,0.6,0.6,1.3402658966430645
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,9,10,0.6,0.6,1.99711557607218
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,10,10,0.5,0.5,2.127233906197652
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,11,10,0.5,0.5,4.58366011183855
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,12,10,0.5,0.5,2.7100252890431147
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,13,10,0.5,0.5,2.713521284932722
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,14,10,0.4,0.4,6.7023707566461095
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,arithmetic,Arithmetic,15,10,0.75,0.75,2.118878616199391
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,10,0.35,0.35,3.229996312120716
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,10,0.75,0.75,1.3094918553151325
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,10,0.65,0.65,1.8088265914614674
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,10,0.65,0.65,1.0881523383002705
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,10,0.75,0.75,0.8926197000418202
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,10,0.25,0.25,11.055267741974575
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,10,0.75,0.75,1.9380488844896497
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,10,0.5,0.5,1.4529783545046173
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,10,0.35,0.35,3.541074734872253
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,10,0.35,0.35,3.1676061235086728
