task,subject,raw_label,binary_label,recording_id,source_filename,file_sha256,duplicate_hash_group_size,is_exact_duplicate_signal,samples,duration_seconds,windows,input_columns,output_eeg_columns,packet_counter_removed,parser_schema,modulo_step_fraction,included_cross_task_source,included_cross_task_target,included_arithmetic_loso,included_stroop_loso,included_any_v3_analysis,audit_note
stroop,8,3,1,stroop:s08:r3,highlevel-8.txt,2cbe86fa80499c4d30191196c99d4b460cee28fcb7ea8c279b61270c5ff6fd01,1,False,31260,125.04000000000001,234,23,8,True,openbci_packet_counter_removed_v2,0.99977606449342604,True,True,False,True,True,included_without_special_exclusion
stroop,9,0,0,stroop:s09:r0,natural-9.txt,81b9a7a6e9d819793e58ef69b23b214c65f36dcd1d6323095ee3b334057d38b3,2,True,53299,213.196,410,23,8,True,openbci_packet_counter_removed_v2,0.97909865285751796,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,9,1,0,stroop:s09:r1,lowlevel-9.txt,f4258db161e95c48980fec364e1c97306b0b30cffb62541995178e8529de0468,1,False,22035,88.140000000000001,160,23,8,True,openbci_packet_counter_removed_v2,0.99745847326858483,True,True,False,True,True,included_without_special_exclusion
stroop,9,2,1,stroop:s09:r2,midlevel-9.txt,1ebdfb5cd17ff330b3fae9dc425e41a7970258a72b725113b099d439e93b6258,1,False,15868,63.472000000000001,110,23,8,True,openbci_packet_counter_removed_v2,0.99873952227894358,True,True,False,True,True,included_without_special_exclusion
stroop,9,3,1,stroop:s09:r3,highlevel-9.txt,34b2a6d676e0efb235758bdbe4113989c2541e0102c746cc305f5171dd2a131e,1,False,26158,104.63200000000001,193,23,8,True,openbci_packet_counter_removed_v2,0.99801200443475924,True,True,False,True,True,included_without_special_exclusion
stroop,10,0,0,stroop:s10:r0,natural-10.txt,e21249469c1bea99ebed92854772cb6743865766e8272fdd507960a84eb436ec,2,True,25131,100.524,185,23,8,True,openbci_packet_counter_removed_v2,1,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,10,1,0,stroop:s10:r1,lowlevel-10.txt,1ed85fe5046d3209f4a04bc44bd85e6dc7a42e04b924878e9b38d5c8b5cac12c,1,False,16834,67.335999999999999,118,23,8,True,openbci_packet_counter_removed_v2,1,True,True,False,True,True,included_without_special_exclusion
stroop,10,2,1,stroop:s10:r2,midlevel-10.txt,b48e794e1608805c5abc1619dc7ed8f42cd6465f9abca85a6b2a4173f2add9eb,1,False,12386,49.543999999999997,83,23,8,True,openbci_packet_counter_removed_v2,1,True,True,False,True,True,included_without_special_exclusion
stroop,10,3,1,stroop:s10:r3,highlevel-10.txt,d71ecc5dd52d32d17d5c65cb48bcc7dc9c48a6ea5d81a642f9419a44e9897bfc,1,False,27924,111.696,207,23,8,True,openbci_packet_counter_removed_v2,0.9957740930415786,True,True,False,True,True,included_without_special_exclusion
stroop,11,0,0,stroop:s11:r0,natural-11.txt,941ad558b59a5df0d5acad3dc02503e2f2f73cae9c4c9452862ac997af2c10eb,2,True,32510,130.03999999999999,244,23,8,True,openbci_packet_counter_removed_v2,0.99978467501307322,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,11,1,0,stroop:s11:r1,lowlevel-11.txt,15b5165da0c36c736c631b96bbe5590f9eecb2e66050af998409b2f0217390bf,1,False,16145,64.579999999999998,113,23,8,True,openbci_packet_counter_removed_v2,0.98637264618434095,True,True,False,True,True,included_without_special_exclusion
stroop,11,2,1,stroop:s11:r2,midlevel-11.txt,e82ed3d1679d859465739ae3029d5587ed8d3537e4e4c5c800588a2800e911a6,1,False,18352,73.408000000000001,130,23,8,True,openbci_packet_counter_removed_v2,0.97313497902021684,True,True,False,True,True,included_without_special_exclusion
stroop,11,3,1,stroop:s11:r3,highlevel-11.txt,c309da127a89822b307116a2c4dbad80f13f255350e741ed8566c6869f1c582f,1,False,25168,100.672,185,23,8,True,openbci_packet_counter_removed_v2,0.96308658163468042,True,True,False,True,True,included_without_special_exclusion
stroop,12,0,0,stroop:s12:r0,natural-12.txt,f63379c2b027ba4e0b998e28d3c0ca034f3972eede4f8fadb004477ee4d113be,2,True,25191,100.764,185,23,8,True,openbci_packet_counter_removed_v2,0.99654624851131401,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,12,1,0,stroop:s12:r1,lowlevel-12.txt,2f12c94a673b6d51304bdaa81908a744b418808208a49221a350fb170a7cd4eb,1,False,17387,69.548000000000002,123,23,8,True,openbci_packet_counter_removed_v2,0.98401012308754165,True,True,False,True,True,included_without_special_exclusion
stroop,12,2,1,stroop:s12:r2,midlevel-12.txt,d573352cc6e410ac3184ff8fd87925a40191ed675fe2d9100bb86ee69fee33eb,1,False,17806,71.224000000000004,126,23,8,True,openbci_packet_counter_removed_v2,0.99938219601235601,True,True,False,True,True,included_without_special_exclusion
stroop,12,3,1,stroop:s12:r3,highlevel-12.txt,d8333917b57679a9c50eb5aad071d5a3e9ec03f99aabff235aac558bd7fa4e66,1,False,25634,102.536,189,23,8,True,openbci_packet_counter_removed_v2,0.9992587679943824,True,True,False,True,True,included_without_special_exclusion
stroop,13,0,0,stroop:s13:r0,natural-13.txt,b196ff6f8f6a80b1c2726efcc29e014913956ec8a6cd24d45167eaf2e64bf6f8,2,True,24514,98.055999999999997,180,23,8,True,openbci_packet_counter_removed_v2,0.99269775221311141,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,13,1,0,stroop:s13:r1,lowlevel-13.txt,ecd91d2bcea689a4fae2adc7b925f0d8f75cbe9d5dc429d322c1f3a97efe7479,1,False,13450,53.799999999999997,91,23,8,True,openbci_packet_counter_removed_v2,0.9999256450293702,True,True,False,True,True,included_without_special_exclusion
stroop,13,2,1,stroop:s13:r2,midlevel-13.txt,96d21fe5481032722dc7ea989ae7c0faed4f0c670c2d9d8fcc46b686240a4649,1,False,17335,69.340000000000003,122,23,8,True,openbci_packet_counter_removed_v2,0.99994230991115718,True,True,False,True,True,included_without_special_exclusion
stroop,13,3,1,stroop:s13:r3,highlevel-13.txt,2a5d4e5145102890ebfa08b914726db7e016596a3e2c8126710d41df3fe24efe,1,False,24620,98.480000000000004,180,23,8,True,openbci_packet_counter_removed_v2,1,True,True,False,True,True,included_without_special_exclusion
stroop,14,0,0,stroop:s14:r0,natural-14.txt,3ffb4a67c3cf99160109902d9120900784bb3b56b4deecbfd24a481bf48940cb,2,True,21411,85.644000000000005,155,23,8,True,openbci_packet_counter_removed_v2,0.99995329285380663,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort;excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,14,1,0,stroop:s14:r1,lowlevel-14.txt,d302d824be5465eebc8f354890c5ad59193c5ac1da28434bcfe4c2a64634c18b,1,False,12616,50.463999999999999,84,23,8,True,openbci_packet_counter_removed_v2,0.9895362663495838,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
stroop,14,2,1,stroop:s14:r2,midlevel-14.txt,7307829ddbd7e56bc22387aca7ce50f8fad6417f8c2bd6dce89da97561a7b0ba,1,False,13889,55.555999999999997,95,23,8,True,openbci_packet_counter_removed_v2,0.98415898617511521,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
stroop,14,3,1,stroop:s14:r3,highlevel-14.txt,2e36a16f0732ff8b704328b3ff55ad3ae7615947dc910ec709285eed7035d3ef,2,True,23671,94.683999999999997,173,23,8,True,openbci_packet_counter_removed_v2,0.98343895226024503,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
stroop,15,0,0,stroop:s15:r0,natural-15.txt,b2358257e3f9450658332d33ee8cd7d629c2980c16af05fd642f9b90656e2c6a,2,True,22725,90.900000000000006,165,23,8,True,openbci_packet_counter_removed_v2,0.99995599366308763,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort;excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,15,1,0,stroop:s15:r1,lowlevel-15.txt,fc0c8d4c7af2f1ab58da57ed09fd9f4091c28f1ae5df6de631d243b8fc7d11a4,1,False,15688,62.752000000000002,109,23,8,True,openbci_packet_counter_removed_v2,1,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
stroop,15,2,1,stroop:s15:r2,midlevel-15.txt,28918f7355f382abef26c9781748f4c4eac5bf2a8839d0ec39eedf25ab10618e,1,False,18754,75.016000000000005,134,23,8,True,openbci_packet_counter_removed_v2,0.98826854369967476,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
stroop,15,3,1,stroop:s15:r3,highlevel-15.txt,2e36a16f0732ff8b704328b3ff55ad3ae7615947dc910ec709285eed7035d3ef,2,True,23671,94.683999999999997,173,23,8,True,openbci_packet_counter_removed_v2,0.98343895226024503,False,False,False,False,False,excluded_from_stroop_v3_due_to_unresolved_S14_S15_high_file_duplicate;outside_cross_task_complete_case_cohort
