correct,fold,held_out_subject,p0,p1,pred_label,recording_id,split_seed,strategy,strategy_display,task,true_label,validation_windows_from_recording
1,1,9,0.0093522664913648565,0.99064773350863511,1,arithmetic:s09:r2,1388,random_window,Random-window split,arithmetic,1,13
1,1,9,0.00069716217315559845,0.99930283782684437,1,arithmetic:s09:r3,1388,random_window,Random-window split,arithmetic,1,53
1,2,9,0.99999929196799342,7.0803200655198193e-07,0,arithmetic:s09:r0,1388,random_window,Random-window split,arithmetic,0,51
1,2,9,0.96380290509046318,0.036197094909536862,0,arithmetic:s09:r1,1388,random_window,Random-window split,arithmetic,0,13
1,2,9,0.031486371042438926,0.9685136289575611,1,arithmetic:s09:r2,1388,random_window,Random-window split,arithmetic,1,18
1,2,9,0.00080131500578197411,0.99919868499421804,1,arithmetic:s09:r3,1388,random_window,Random-window split,arithmetic,1,48
1,1,9,0.99999198168571313,8.0183142868927078e-06,0,arithmetic:s09:r0,1441,random_window,Random-window split,arithmetic,0,56
1,1,9,0.95243787804974245,0.047562121950257517,0,arithmetic:s09:r1,1441,random_window,Random-window split,arithmetic,0,8
1,1,9,0.016127295233052671,0.98387270476694733,1,arithmetic:s09:r2,1441,random_window,Random-window split,arithmetic,1,14
1,1,9,0.0013612454374252664,0.99863875456257478,1,arithmetic:s09:r3,1441,random_window,Random-window split,arithmetic,1,52
1,2,9,0.99999773427276162,2.2657272383507348e-06,0,arithmetic:s09:r0,1441,random_window,Random-window split,arithmetic,0,51
1,2,9,0.97518950847763786,0.024810491522362126,0,arithmetic:s09:r1,1441,random_window,Random-window split,arithmetic,0,13
1,2,9,0.018335982978489849,0.98166401702151018,1,arithmetic:s09:r2,1441,random_window,Random-window split,arithmetic,1,11
1,2,9,0.00081825548479643319,0.99918174451520358,1,arithmetic:s09:r3,1441,random_window,Random-window split,arithmetic,1,55
1,1,9,0.99999952775594014,4.7224405985847425e-07,0,arithmetic:s09:r0,1494,random_window,Random-window split,arithmetic,0,52
1,1,9,0.96963360516746322,0.030366394832536739,0,arithmetic:s09:r1,1494,random_window,Random-window split,arithmetic,0,12
1,1,9,0.028182811514883641,0.97181718848511633,1,arithmetic:s09:r2,1494,random_window,Random-window split,arithmetic,1,15
1,1,9,0.00093228868072653208,0.99906771131927352,1,arithmetic:s09:r3,1494,random_window,Random-window split,arithmetic,1,51
1,2,9,0.99999663053725285,3.3694627471273727e-06,0,arithmetic:s09:r0,1494,random_window,Random-window split,arithmetic,0,53
1,2,9,0.97286037058780639,0.027139629412193642,0,arithmetic:s09:r1,1494,random_window,Random-window split,arithmetic,0,11
1,2,9,0.013946168620530872,0.98605383137946911,1,arithmetic:s09:r2,1494,random_window,Random-window split,arithmetic,1,12
1,2,9,0.0020327794288425415,0.9979672205711575,1,arithmetic:s09:r3,1494,random_window,Random-window split,arithmetic,1,54
1,1,9,0.99999856577285373,1.4342271462044725e-06,0,arithmetic:s09:r0,1547,random_window,Random-window split,arithmetic,0,50
1,1,9,0.97180759066391587,0.028192409336084193,0,arithmetic:s09:r1,1547,random_window,Random-window split,arithmetic,0,14
1,1,9,0.025516002199330583,0.97448399780066941,1,arithmetic:s09:r2,1547,random_window,Random-window split,arithmetic,1,14
1,1,9,0.00089627882996799388,0.9991037211700321,1,arithmetic:s09:r3,1547,random_window,Random-window split,arithmetic,1,52
1,2,9,0.99999741118126306,2.5888187368847948e-06,0,arithmetic:s09:r0,1547,random_window,Random-window split,arithmetic,0,48
1,2,9,0.97949623096969518,0.020503769030304771,0,arithmetic:s09:r1,1547,random_window,Random-window split,arithmetic,0,16
1,2,9,0.01197039225361974,0.98802960774638027,1,arithmetic:s09:r2,1547,random_window,Random-window split,arithmetic,1,13
1,2,9,0.0026647302272253372,0.99733526977277476,1,arithmetic:s09:r3,1547,random_window,Random-window split,arithmetic,1,53
1,1,10,0.99724836377223647,0.0027516362277635129,0,arithmetic:s10:r0,1335,random_window,Random-window split,arithmetic,0,26
1,1,10,0.97465173711467401,0.025348262885325962,0,arithmetic:s10:r1,1335,random_window,Random-window split,arithmetic,0,8
1,1,10,0.0097582834736511161,0.99024171652634885,1,arithmetic:s10:r2,1335,random_window,Random-window split,arithmetic,1,12
1,1,10,0.020883538014842704,0.97911646198515734,1,arithmetic:s10:r3,1335,random_window,Random-window split,arithmetic,1,19
1,2,10,0.9990893909182319,0.000910609081768066,0,arithmetic:s10:r0,1335,random_window,Random-window split,arithmetic,0,19
1,2,10,0.85382555900809887,0.14617444099190116,0,arithmetic:s10:r1,1335,random_window,Random-window split,arithmetic,0,15
1,2,10,0.012048746730023548,0.98795125326997646,1,arithmetic:s10:r2,1335,random_window,Random-window split,arithmetic,1,16
1,2,10,0.020179051985526348,0.97982094801447361,1,arithmetic:s10:r3,1335,random_window,Random-window split,arithmetic,1,15
1,1,10,0.99778129441541952,0.0022187055845804896,0,arithmetic:s10:r0,1388,random_window,Random-window split,arithmetic,0,25
1,1,10,0.99258803472806123,0.0074119652719387826,0,arithmetic:s10:r1,1388,random_window,Random-window split,arithmetic,0,9
1,1,10,0.030670417357651514,0.96932958264234848,1,arithmetic:s10:r2,1388,random_window,Random-window split,arithmetic,1,10
1,1,10,0.0032837791329784049,0.99671622086702161,1,arithmetic:s10:r3,1388,random_window,Random-window split,arithmetic,1,21
1,2,10,0.99920813067723013,0.00079186932276982351,0,arithmetic:s10:r0,1388,random_window,Random-window split,arithmetic,0,22
1,2,10,0.94065645765400485,0.0593435423459951,0,arithmetic:s10:r1,1388,random_window,Random-window split,arithmetic,0,12
1,2,10,0.03097340409652953,0.9690265959034704,1,arithmetic:s10:r2,1388,random_window,Random-window split,arithmetic,1,11
1,2,10,0.0069027241763604053,0.9930972758236396,1,arithmetic:s10:r3,1388,random_window,Random-window split,arithmetic,1,20
1,1,10,0.99800603468833715,0.0019939653116628504,0,arithmetic:s10:r0,1441,random_window,Random-window split,arithmetic,0,23
1,1,10,0.9151480434429109,0.084851956557089214,0,arithmetic:s10:r1,1441,random_window,Random-window split,arithmetic,0,11
1,1,10,0.009792227152847428,0.99020777284715267,1,arithmetic:s10:r2,1441,random_window,Random-window split,arithmetic,1,16
1,1,10,0.025887623906695682,0.97411237609330426,1,arithmetic:s10:r3,1441,random_window,Random-window split,arithmetic,1,15
1,2,10,0.99809878505847915,0.0019012149415209019,0,arithmetic:s10:r0,1441,random_window,Random-window split,arithmetic,0,19
1,2,10,0.86229843424072927,0.13770156575927067,0,arithmetic:s10:r1,1441,random_window,Random-window split,arithmetic,0,15
1,2,10,0.025847330954228261,0.97415266904577169,1,arithmetic:s10:r2,1441,random_window,Random-window split,arithmetic,1,11
1,2,10,0.0034334196792526316,0.99656658032074741,1,arithmetic:s10:r3,1441,random_window,Random-window split,arithmetic,1,20
1,1,10,0.99950331084746824,0.00049668915253182346,0,arithmetic:s10:r0,1494,random_window,Random-window split,arithmetic,0,27
1,1,10,0.89684009783097884,0.10315990216902114,0,arithmetic:s10:r1,1494,random_window,Random-window split,arithmetic,0,7
1,1,10,0.014973970504641396,0.98502602949535867,1,arithmetic:s10:r2,1494,random_window,Random-window split,arithmetic,1,17
1,1,10,0.014645443326266988,0.98535455667373295,1,arithmetic:s10:r3,1494,random_window,Random-window split,arithmetic,1,14
1,2,10,0.99920353054829536,0.00079646945170473021,0,arithmetic:s10:r0,1494,random_window,Random-window split,arithmetic,0,20
1,2,10,0.95642494693456348,0.043575053065436568,0,arithmetic:s10:r1,1494,random_window,Random-window split,arithmetic,0,14
1,2,10,0.013142050039218886,0.98685794996078113,1,arithmetic:s10:r2,1494,random_window,Random-window split,arithmetic,1,13
1,2,10,0.007398757437004494,0.99260124256299553,1,arithmetic:s10:r3,1494,random_window,Random-window split,arithmetic,1,18
1,1,10,0.99724735095326689,0.0027526490467331185,0,arithmetic:s10:r0,1547,random_window,Random-window split,arithmetic,0,21
1,1,10,0.92790926299084875,0.072090737009151182,0,arithmetic:s10:r1,1547,random_window,Random-window split,arithmetic,0,13
1,1,10,0.024131316405857153,0.97586868359414281,1,arithmetic:s10:r2,1547,random_window,Random-window split,arithmetic,1,17
1,1,10,0.010816264269258856,0.98918373573074114,1,arithmetic:s10:r3,1547,random_window,Random-window split,arithmetic,1,14
1,2,10,0.99859817836280607,0.001401821637193903,0,arithmetic:s10:r0,1547,random_window,Random-window split,arithmetic,0,26
1,2,10,0.89166757281346942,0.10833242718653056,0,arithmetic:s10:r1,1547,random_window,Random-window split,arithmetic,0,8
1,2,10,0.010305721154728897,0.98969427884527106,1,arithmetic:s10:r2,1547,random_window,Random-window split,arithmetic,1,13
1,2,10,0.0099410618120505667,0.99005893818794943,1,arithmetic:s10:r3,1547,random_window,Random-window split,arithmetic,1,18
1,1,11,0.9999759246672052,2.4075332794800898e-05,0,arithmetic:s11:r0,1335,random_window,Random-window split,arithmetic,0,33
1,1,11,0.85201693332456196,0.14798306667543795,0,arithmetic:s11:r1,1335,random_window,Random-window split,arithmetic,0,15
1,1,11,0.011467248520357335,0.9885327514796427,1,arithmetic:s11:r2,1335,random_window,Random-window split,arithmetic,1,21
1,1,11,0.026025928916889627,0.9739740710831104,1,arithmetic:s11:r3,1335,random_window,Random-window split,arithmetic,1,24
1,2,11,0.99999734885346214,2.6511465377994941e-06,0,arithmetic:s11:r0,1335,random_window,Random-window split,arithmetic,0,29
1,2,11,0.89225800265865918,0.10774199734134075,0,arithmetic:s11:r1,1335,random_window,Random-window split,arithmetic,0,19
1,2,11,0.033762233759630854,0.96623776624036917,1,arithmetic:s11:r2,1335,random_window,Random-window split,arithmetic,1,25
1,2,11,0.020948756946800904,0.97905124305319902,1,arithmetic:s11:r3,1335,random_window,Random-window split,arithmetic,1,20
1,1,11,0.99999678172277962,3.2182772204652973e-06,0,arithmetic:s11:r0,1388,random_window,Random-window split,arithmetic,0,28
1,1,11,0.66088413156110581,0.33911586843889424,0,arithmetic:s11:r1,1388,random_window,Random-window split,arithmetic,0,20
1,1,11,0.019011756743282076,0.98098824325671796,1,arithmetic:s11:r2,1388,random_window,Random-window split,arithmetic,1,19
1,1,11,0.011065385929863227,0.98893461407013683,1,arithmetic:s11:r3,1388,random_window,Random-window split,arithmetic,1,26
1,2,11,0.99997546750808597,2.4532491914013695e-05,0,arithmetic:s11:r0,1388,random_window,Random-window split,arithmetic,0,28
1,2,11,0.87983159824572321,0.12016840175427673,0,arithmetic:s11:r1,1388,random_window,Random-window split,arithmetic,0,20
1,2,11,0.012237203043098711,0.98776279695690128,1,arithmetic:s11:r2,1388,random_window,Random-window split,arithmetic,1,17
1,2,11,0.0085668036739438846,0.9914331963260562,1,arithmetic:s11:r3,1388,random_window,Random-window split,arithmetic,1,28
1,1,11,0.99998744789198957,1.2552108010396785e-05,0,arithmetic:s11:r0,1441,random_window,Random-window split,arithmetic,0,31
1,1,11,0.8563866183192389,0.14361338168076113,0,arithmetic:s11:r1,1441,random_window,Random-window split,arithmetic,0,17
1,1,11,0.021707611271092084,0.97829238872890789,1,arithmetic:s11:r2,1441,random_window,Random-window split,arithmetic,1,17
1,1,11,0.019700840162882701,0.98029915983711724,1,arithmetic:s11:r3,1441,random_window,Random-window split,arithmetic,1,28
1,2,11,0.99999246245206741,7.5375479325344109e-06,0,arithmetic:s11:r0,1441,random_window,Random-window split,arithmetic,0,30
1,2,11,0.95081389295012786,0.049186107049872196,0,arithmetic:s11:r1,1441,random_window,Random-window split,arithmetic,0,18
1,2,11,0.022914313405126265,0.97708568659487371,1,arithmetic:s11:r2,1441,random_window,Random-window split,arithmetic,1,16
1,2,11,0.024717371721249173,0.9752826282787509,1,arithmetic:s11:r3,1441,random_window,Random-window split,arithmetic,1,29
1,1,11,0.99995703153553706,4.2968464462925646e-05,0,arithmetic:s11:r0,1494,random_window,Random-window split,arithmetic,0,35
1,1,11,0.83477419993712298,0.16522580006287699,0,arithmetic:s11:r1,1494,random_window,Random-window split,arithmetic,0,13
1,1,11,0.030269818742709894,0.96973018125729005,1,arithmetic:s11:r2,1494,random_window,Random-window split,arithmetic,1,21
1,1,11,0.017029149368744188,0.98297085063125578,1,arithmetic:s11:r3,1494,random_window,Random-window split,arithmetic,1,24
1,2,11,0.9999745233412779,2.5476658722151402e-05,0,arithmetic:s11:r0,1494,random_window,Random-window split,arithmetic,0,26
1,2,11,0.92366209686760448,0.076337903132395427,0,arithmetic:s11:r1,1494,random_window,Random-window split,arithmetic,0,22
1,2,11,0.019405491820097601,0.98059450817990235,1,arithmetic:s11:r2,1494,random_window,Random-window split,arithmetic,1,20
1,2,11,0.029820026628686207,0.97017997337131379,1,arithmetic:s11:r3,1494,random_window,Random-window split,arithmetic,1,25
1,1,11,0.99997534222245199,2.465777754795876e-05,0,arithmetic:s11:r0,1547,random_window,Random-window split,arithmetic,0,35
1,1,11,0.88045366429645677,0.11954633570354317,0,arithmetic:s11:r1,1547,random_window,Random-window split,arithmetic,0,13
1,1,11,0.027315041719869641,0.97268495828013035,1,arithmetic:s11:r2,1547,random_window,Random-window split,arithmetic,1,24
1,1,11,0.013373700084529703,0.98662629991547035,1,arithmetic:s11:r3,1547,random_window,Random-window split,arithmetic,1,21
1,2,11,0.99986912684545115,0.00013087315454884398,0,arithmetic:s11:r0,1547,random_window,Random-window split,arithmetic,0,28
1,2,11,0.89866983988120563,0.10133016011879431,0,arithmetic:s11:r1,1547,random_window,Random-window split,arithmetic,0,20
1,2,11,0.016454658642543463,0.98354534135745653,1,arithmetic:s11:r2,1547,random_window,Random-window split,arithmetic,1,21
1,2,11,0.02218330095052011,0.97781669904947999,1,arithmetic:s11:r3,1547,random_window,Random-window split,arithmetic,1,24
1,1,12,0.99993238233211268,6.7617667887324181e-05,0,arithmetic:s12:r0,1335,random_window,Random-window split,arithmetic,0,25
1,1,12,0.95461412699758885,0.045385873002411106,0,arithmetic:s12:r1,1335,random_window,Random-window split,arithmetic,0,11
1,1,12,0.038630562091585358,0.96136943790841467,1,arithmetic:s12:r2,1335,random_window,Random-window split,arithmetic,1,15
1,1,12,0.0013676570383426394,0.99863234296165737,1,arithmetic:s12:r3,1335,random_window,Random-window split,arithmetic,1,28
1,2,12,0.99909285162248207,0.00090714837751791795,0,arithmetic:s12:r0,1335,random_window,Random-window split,arithmetic,0,21
1,2,12,0.96152077564866445,0.038479224351335495,0,arithmetic:s12:r1,1335,random_window,Random-window split,arithmetic,0,15
1,2,12,0.025870072831509296,0.97412992716849067,1,arithmetic:s12:r2,1335,random_window,Random-window split,arithmetic,1,20
1,2,12,0.0024122207037517219,0.99758777929624831,1,arithmetic:s12:r3,1335,random_window,Random-window split,arithmetic,1,23
1,1,12,0.99978881123780994,0.00021118876219006035,0,arithmetic:s12:r0,1388,random_window,Random-window split,arithmetic,0,25
1,1,12,0.88815924550952796,0.11184075449047202,0,arithmetic:s12:r1,1388,random_window,Random-window split,arithmetic,0,11
1,1,12,0.035972783334398822,0.96402721666560121,1,arithmetic:s12:r2,1388,random_window,Random-window split,arithmetic,1,22
1,1,12,0.0022466311059221567,0.99775336889407784,1,arithmetic:s12:r3,1388,random_window,Random-window split,arithmetic,1,21
1,2,12,0.99971995445025041,0.00028004554974951157,0,arithmetic:s12:r0,1388,random_window,Random-window split,arithmetic,0,21
1,2,12,0.93646658402858984,0.063533415971410073,0,arithmetic:s12:r1,1388,random_window,Random-window split,arithmetic,0,15
1,2,12,0.045031867109767275,0.95496813289023275,1,arithmetic:s12:r2,1388,random_window,Random-window split,arithmetic,1,18
1,2,12,0.00088800843958524475,0.99911199156041475,1,arithmetic:s12:r3,1388,random_window,Random-window split,arithmetic,1,25
1,1,12,0.99989053712818188,0.00010946287181805386,0,arithmetic:s12:r0,1441,random_window,Random-window split,arithmetic,0,22
1,1,12,0.98210702927351368,0.017892970726486331,0,arithmetic:s12:r1,1441,random_window,Random-window split,arithmetic,0,14
1,1,12,0.042372043682732861,0.95762795631726716,1,arithmetic:s12:r2,1441,random_window,Random-window split,arithmetic,1,8
1,1,12,0.00070860814727411727,0.99929139185272586,1,arithmetic:s12:r3,1441,random_window,Random-window split,arithmetic,1,35
1,2,12,0.99888525989652632,0.0011147401034736707,0,arithmetic:s12:r0,1441,random_window,Random-window split,arithmetic,0,24
1,2,12,0.92444927902562868,0.075550720974371349,0,arithmetic:s12:r1,1441,random_window,Random-window split,arithmetic,0,12
1,2,12,0.0091163631392209704,0.99088363686077896,1,arithmetic:s12:r2,1441,random_window,Random-window split,arithmetic,1,11
1,2,12,0.0015247689744148807,0.99847523102558511,1,arithmetic:s12:r3,1441,random_window,Random-window split,arithmetic,1,32
1,1,12,0.99990179073307928,9.8209266920684199e-05,0,arithmetic:s12:r0,1494,random_window,Random-window split,arithmetic,0,28
1,1,12,0.94477253285302709,0.05522746714697295,0,arithmetic:s12:r1,1494,random_window,Random-window split,arithmetic,0,8
1,1,12,0.019302808315689167,0.98069719168431091,1,arithmetic:s12:r2,1494,random_window,Random-window split,arithmetic,1,16
1,1,12,0.00093929295856741619,0.99906070704143257,1,arithmetic:s12:r3,1494,random_window,Random-window split,arithmetic,1,27
1,2,12,0.99995156056807699,4.8439431922938037e-05,0,arithmetic:s12:r0,1494,random_window,Random-window split,arithmetic,0,27
1,2,12,0.96960230686622018,0.030397693133779824,0,arithmetic:s12:r1,1494,random_window,Random-window split,arithmetic,0,9
1,2,12,0.013767264411524463,0.98623273558847546,1,arithmetic:s12:r2,1494,random_window,Random-window split,arithmetic,1,15
1,2,12,0.0024365941023375454,0.99756340589766246,1,arithmetic:s12:r3,1494,random_window,Random-window split,arithmetic,1,28
1,1,12,0.99993019624009327,6.9803759906735352e-05,0,arithmetic:s12:r0,1547,random_window,Random-window split,arithmetic,0,18
1,1,12,0.91859269033284652,0.081407309667153482,0,arithmetic:s12:r1,1547,random_window,Random-window split,arithmetic,0,18
1,1,12,0.037605781200526781,0.96239421879947318,1,arithmetic:s12:r2,1547,random_window,Random-window split,arithmetic,1,18
1,1,12,0.002083470433404548,0.99791652956659538,1,arithmetic:s12:r3,1547,random_window,Random-window split,arithmetic,1,25
1,2,12,0.99999471139596596,5.2886040339751697e-06,0,arithmetic:s12:r0,1547,random_window,Random-window split,arithmetic,0,21
1,2,12,0.95089305075940289,0.049106949240597074,0,arithmetic:s12:r1,1547,random_window,Random-window split,arithmetic,0,15
1,2,12,0.019762479943381293,0.98023752005661879,1,arithmetic:s12:r2,1547,random_window,Random-window split,arithmetic,1,13
1,2,12,0.0012207583619444828,0.99877924163805554,1,arithmetic:s12:r3,1547,random_window,Random-window split,arithmetic,1,30
1,1,13,0.99981138877923303,0.00018861122076702897,0,arithmetic:s13:r0,1335,random_window,Random-window split,arithmetic,0,25
1,1,13,0.99091047838577651,0.0090895216142235415,0,arithmetic:s13:r1,1335,random_window,Random-window split,arithmetic,0,14
1,1,13,0.011904839302526067,0.98809516069747394,1,arithmetic:s13:r2,1335,random_window,Random-window split,arithmetic,1,15
1,1,13,0.0015666951784275771,0.99843330482157244,1,arithmetic:s13:r3,1335,random_window,Random-window split,arithmetic,1,27
1,2,13,0.99980513692957662,0.00019486307042335522,0,arithmetic:s13:r0,1335,random_window,Random-window split,arithmetic,0,26
1,2,13,0.99624532014825684,0.0037546798517432015,0,arithmetic:s13:r1,1335,random_window,Random-window split,arithmetic,0,13
1,2,13,0.0031321348435597489,0.99686786515644021,1,arithmetic:s13:r2,1335,random_window,Random-window split,arithmetic,1,22
1,2,13,0.0018225197484545007,0.99817748025154551,1,arithmetic:s13:r3,1335,random_window,Random-window split,arithmetic,1,20
1,1,13,0.99972511047484469,0.0002748895251553251,0,arithmetic:s13:r0,1388,random_window,Random-window split,arithmetic,0,24
1,1,13,0.99611844518892334,0.0038815548110766691,0,arithmetic:s13:r1,1388,random_window,Random-window split,arithmetic,0,15
1,1,13,0.0052066035292031229,0.9947933964707969,1,arithmetic:s13:r2,1388,random_window,Random-window split,arithmetic,1,21
1,1,13,0.0053470855678870444,0.99465291443211301,1,arithmetic:s13:r3,1388,random_window,Random-window split,arithmetic,1,21
1,2,13,0.99977253970020552,0.00022746029979449608,0,arithmetic:s13:r0,1388,random_window,Random-window split,arithmetic,0,23
1,2,13,0.99743405728057188,0.0025659427194280227,0,arithmetic:s13:r1,1388,random_window,Random-window split,arithmetic,0,16
1,2,13,0.0014395822791851717,0.99856041772081483,1,arithmetic:s13:r2,1388,random_window,Random-window split,arithmetic,1,17
1,2,13,0.00061266762645480622,0.99938733237354516,1,arithmetic:s13:r3,1388,random_window,Random-window split,arithmetic,1,25
1,1,13,0.99972169321460103,0.00027830678539900834,0,arithmetic:s13:r0,1441,random_window,Random-window split,arithmetic,0,22
1,1,13,0.99625789755927374,0.0037421024407262955,0,arithmetic:s13:r1,1441,random_window,Random-window split,arithmetic,0,17
1,1,13,0.0063352285960010472,0.99366477140399889,1,arithmetic:s13:r2,1441,random_window,Random-window split,arithmetic,1,13
1,1,13,0.0025388677579096753,0.99746113224209032,1,arithmetic:s13:r3,1441,random_window,Random-window split,arithmetic,1,29
1,2,13,0.99971699516458479,0.00028300483541529077,0,arithmetic:s13:r0,1441,random_window,Random-window split,arithmetic,0,23
1,2,13,0.99379069486142046,0.0062093051385794752,0,arithmetic:s13:r1,1441,random_window,Random-window split,arithmetic,0,16
1,2,13,0.0028256379033500898,0.99717436209664989,1,arithmetic:s13:r2,1441,random_window,Random-window split,arithmetic,1,14
1,2,13,0.00042090959777997311,0.99957909040222004,1,arithmetic:s13:r3,1441,random_window,Random-window split,arithmetic,1,28
1,1,13,0.99978705304145621,0.00021294695854378985,0,arithmetic:s13:r0,1494,random_window,Random-window split,arithmetic,0,26
1,1,13,0.99059490751042645,0.0094050924895736632,0,arithmetic:s13:r1,1494,random_window,Random-window split,arithmetic,0,13
1,1,13,0.0021469618497985178,0.99785303815020143,1,arithmetic:s13:r2,1494,random_window,Random-window split,arithmetic,1,16
1,1,13,0.0024135766691621178,0.9975864233308378,1,arithmetic:s13:r3,1494,random_window,Random-window split,arithmetic,1,26
1,2,13,0.99958134124774956,0.00041865875225053267,0,arithmetic:s13:r0,1494,random_window,Random-window split,arithmetic,0,23
1,2,13,0.99095945326695467,0.0090405467330453033,0,arithmetic:s13:r1,1494,random_window,Random-window split,arithmetic,0,16
1,2,13,0.0019467450451673767,0.99805325495483266,1,arithmetic:s13:r2,1494,random_window,Random-window split,arithmetic,1,18
1,2,13,0.00064862903837158723,0.9993513709616284,1,arithmetic:s13:r3,1494,random_window,Random-window split,arithmetic,1,24
1,1,13,0.99987748803481225,0.00012251196518766531,0,arithmetic:s13:r0,1547,random_window,Random-window split,arithmetic,0,19
1,1,13,0.99899156973677938,0.0010084302632206339,0,arithmetic:s13:r1,1547,random_window,Random-window split,arithmetic,0,20
1,1,13,0.004455150131275204,0.99554484986872482,1,arithmetic:s13:r2,1547,random_window,Random-window split,arithmetic,1,21
1,1,13,0.0012924160077187198,0.99870758399228132,1,arithmetic:s13:r3,1547,random_window,Random-window split,arithmetic,1,21
1,2,13,0.9996626028151705,0.00033739718482944219,0,arithmetic:s13:r0,1547,random_window,Random-window split,arithmetic,0,17
1,2,13,0.99598488935902441,0.0040151106409755622,0,arithmetic:s13:r1,1547,random_window,Random-window split,arithmetic,0,22
1,2,13,0.0038828896080888311,0.9961171103919112,1,arithmetic:s13:r2,1547,random_window,Random-window split,arithmetic,1,22
1,2,13,0.00083117246792786988,0.99916882753207215,1,arithmetic:s13:r3,1547,random_window,Random-window split,arithmetic,1,20
1,1,14,0.99999179930531767,8.2006946822988553e-06,0,arithmetic:s14:r0,1335,random_window,Random-window split,arithmetic,0,19
1,1,14,0.89387763037329526,0.10612236962670475,0,arithmetic:s14:r1,1335,random_window,Random-window split,arithmetic,0,14
1,1,14,0.046928573340227875,0.95307142665977218,1,arithmetic:s14:r2,1335,random_window,Random-window split,arithmetic,1,24
1,1,14,0.00013112001740640128,0.99986887998259355,1,arithmetic:s14:r3,1335,random_window,Random-window split,arithmetic,1,15
1,2,14,0.99999458823884213,5.4117611579169547e-06,0,arithmetic:s14:r0,1335,random_window,Random-window split,arithmetic,0,18
1,2,14,0.97011259955311691,0.029887400446883063,0,arithmetic:s14:r1,1335,random_window,Random-window split,arithmetic,0,15
1,2,14,0.02264723017619891,0.97735276982380104,1,arithmetic:s14:r2,1335,random_window,Random-window split,arithmetic,1,22
1,2,14,6.7608858402784896e-05,0.99993239114159727,1,arithmetic:s14:r3,1335,random_window,Random-window split,arithmetic,1,17
1,1,14,0.99990901606240346,9.0983937596593768e-05,0,arithmetic:s14:r0,1388,random_window,Random-window split,arithmetic,0,20
1,1,14,0.94510651759478637,0.054893482405213731,0,arithmetic:s14:r1,1388,random_window,Random-window split,arithmetic,0,13
1,1,14,0.028523343005218953,0.97147665699478103,1,arithmetic:s14:r2,1388,random_window,Random-window split,arithmetic,1,16
1,1,14,0.00014295426408462462,0.99985704573591538,1,arithmetic:s14:r3,1388,random_window,Random-window split,arithmetic,1,23
1,2,14,0.99994394468866221,5.6055311337855254e-05,0,arithmetic:s14:r0,1388,random_window,Random-window split,arithmetic,0,20
1,2,14,0.90305869866952471,0.096941301330475294,0,arithmetic:s14:r1,1388,random_window,Random-window split,arithmetic,0,13
1,2,14,0.02096969128039599,0.97903030871960406,1,arithmetic:s14:r2,1388,random_window,Random-window split,arithmetic,1,17
1,2,14,3.043754692209924e-05,0.99996956245307789,1,arithmetic:s14:r3,1388,random_window,Random-window split,arithmetic,1,22
1,1,14,0.99997936739186577,2.0632608134153849e-05,0,arithmetic:s14:r0,1441,random_window,Random-window split,arithmetic,0,19
1,1,14,0.96963447567339489,0.030365524326605064,0,arithmetic:s14:r1,1441,random_window,Random-window split,arithmetic,0,14
1,1,14,0.019867668264169889,0.98013233173583014,1,arithmetic:s14:r2,1441,random_window,Random-window split,arithmetic,1,14
1,1,14,0.00010807512549549205,0.99989192487450451,1,arithmetic:s14:r3,1441,random_window,Random-window split,arithmetic,1,25
1,2,14,0.99997117609616948,2.8823903830553154e-05,0,arithmetic:s14:r0,1441,random_window,Random-window split,arithmetic,0,20
1,2,14,0.95926375237283124,0.04073624762716873,0,arithmetic:s14:r1,1441,random_window,Random-window split,arithmetic,0,13
1,2,14,0.025950294282043894,0.97404970571795613,1,arithmetic:s14:r2,1441,random_window,Random-window split,arithmetic,1,20
1,2,14,5.0025574795129485e-05,0.99994997442520483,1,arithmetic:s14:r3,1441,random_window,Random-window split,arithmetic,1,19
1,1,14,0.99998118172736628,1.8818272633817027e-05,0,arithmetic:s14:r0,1494,random_window,Random-window split,arithmetic,0,20
1,1,14,0.97693052367794864,0.023069476322051374,0,arithmetic:s14:r1,1494,random_window,Random-window split,arithmetic,0,13
1,1,14,0.023789682791284544,0.97621031720871543,1,arithmetic:s14:r2,1494,random_window,Random-window split,arithmetic,1,22
1,1,14,0.00010594302623608082,0.99989405697376388,1,arithmetic:s14:r3,1494,random_window,Random-window split,arithmetic,1,17
1,2,14,0.99998725654206078,1.2743457939191579e-05,0,arithmetic:s14:r0,1494,random_window,Random-window split,arithmetic,0,20
1,2,14,0.94904379575067166,0.050956204249328348,0,arithmetic:s14:r1,1494,random_window,Random-window split,arithmetic,0,13
1,2,14,0.022527766713550869,0.97747223328644917,1,arithmetic:s14:r2,1494,random_window,Random-window split,arithmetic,1,19
1,2,14,6.2391297712678829e-05,0.99993760870228732,1,arithmetic:s14:r3,1494,random_window,Random-window split,arithmetic,1,20
1,1,14,0.99989237156065036,0.00010762843934956639,0,arithmetic:s14:r0,1547,random_window,Random-window split,arithmetic,0,15
1,1,14,0.94970677380465551,0.050293226195344473,0,arithmetic:s14:r1,1547,random_window,Random-window split,arithmetic,0,18
1,1,14,0.0312421713291684,0.9687578286708316,1,arithmetic:s14:r2,1547,random_window,Random-window split,arithmetic,1,16
